v1,v2,v3,v4,v5
113189,242.67778,5,12,2
113189,176.13264,6,8,2
113189,147.46297,1,12,2
113189,199.56097,4,6,2
113189,230.46153,3,6,2
113189,201.84042,4,4,2
113189,177.90625,3,8,2
113189,237.54256,5,4,2
113189,238.21211,5,5,2
113189,105.24242,1,1,2
113189,200.80807,1,8,2
113189,230.40404,3,4,2
113189,237.05319,4,6,2
113189,199.64583,3,4,2
113189,246.46153,4,10,2
113189,184.46391,0,9,2
113189,208.93939,2,8,2
113189,201.87805,0,12,2
113189,115.33333,4,2,2
113189,240.51515,3,12,2
113189,202.23077,2,10,2
113189,220.56061,0,4,2
113189,225.02106,6,9,2
113189,263.23157,3,10,2
113189,147.57971,5,12,2
113189,232.29349,1,5,2
113189,232.74747,2,5,2
113189,116.98864,4,1,2
113189,182.10638,5,8,2
113189,214.34375,3,12,2
113189,160.39507,0,3,2
113189,194.20895,0,4,2
113189,177.82292,4,8,2
113189,108.28571,1,2,2
113189,206.63264,5,9,2
113189,172.87273,1,7,2
113189,230.57895,3,6,2
113189,178.75789,6,7,2
113189,200.66234,5,11,2
113189,184.24731,2,3,2
113189,249.91667,6,5,2
113189,181.11578,4,7,2
113189,175.31325,4,11,2
113189,223.53609,6,9,2
113189,160.65672,0,11,2
113189,261.72827,3,10,2
113189,269.45361,6,10,2
113189,256.46155,5,10,2
113189,210.16495,2,6,2
113189,302.22916,6,12,2
113189,113.21875,2,1,2
113189,116.25,3,1,2
113189,172.15463,3,7,2
113189,157.13699,0,12,2
113189,195.53165,2,5,2
113189,123.88043,3,1,2
113189,245.04494,0,5,2
113189,236.30852,2,10,2
113189,141.01019,5,1,2
113189,196.20512,5,5,2
113189,213.57317,4,4,2
113189,245.46809,5,9,2
113189,206.52779,1,11,2
113189,173.57143,2,9,2
113189,207.41573,4,6,2
113189,163.19231,1,11,2
113189,238.02151,3,9,2
113189,221.54349,5,9,2
113189,262.63217,4,10,2
113189,233.34343,6,5,2
113189,211.11365,4,4,2
113189,155.11829,6,2,2
113189,176.91139,2,11,2
113189,138.40816,6,2,2
113189,119.66279,0,1,2
113189,104.08571,0,1,2
113189,193.51019,3,3,2
113189,177.24731,2,7,2
113189,191.11224,1,7,2
113189,214.24419,1,5,2
113189,197.03659,0,7,2
113189,175.61017,1,9,2
113189,133.27274,6,1,2
113189,124.73469,4,2,2
113189,118.44086,5,1,2
113189,232.96907,3,10,2
113189,142.32353,0,12,2
113189,163.68294,0,3,2
113189,224.74467,4,4,2
113189,208.97368,3,10,2
113189,222.19048,1,12,2
113189,185.87805,3,11,2
113189,227.1875,5,12,2
113189,239.7347,3,5,2
113189,189.24706,1,6,2
113189,147.36264,2,1,2
113189,120.12222,5,1,2
113189,173.03125,5,7,2
113189,214.46066,0,9,2
113189,120.09184,2,1,2
113189,189.7347,5,8,2
113189,200.10959,1,4,2
113189,186.35052,6,3,2
113189,121.51613,6,2,2
113189,219.45782,5,5,2
113189,182.62245,0,8,2
113189,236.04082,4,5,2
113189,261.36365,2,9,2
113189,274.92856,3,9,2
113189,241.72726,2,5,2
113189,138.47917,6,1,2
113189,116.21839,1,2,2
113189,201.39583,3,11,2
113189,179.25714,1,5,2
113189,189.50505,4,3,2
113189,167.55789,3,1,2
113189,191.20238,3,9,2
113189,182.13542,1,8,2
113189,216.17896,5,5,2
113189,259.06317,1,9,2
113189,195.08601,4,9,2
113189,109.89888,2,1,2
113189,162.26596,1,3,2
113189,223.40909,5,4,2
113189,254.98969,6,9,2
113189,232.13699,4,10,2
113189,231.0303,3,5,2
113189,250.8353,4,10,2
113189,187.60242,3,11,2
113189,178.50539,4,7,2
113189,213.55556,3,6,2
113189,119.90323,1,2,2
113189,261.71429,5,9,2
113189,174.36264,0,3,2
113189,180.01019,6,8,2
113189,103.19512,1,1,2
113189,107.16092,3,1,2
113189,153.9239,3,7,2
113189,213.33696,0,9,2
113189,213.57471,1,12,2
113189,130.24419,5,2,2
113189,216.81818,4,11,2
113189,211.05556,1,4,2
113189,188.69492,0,6,2
113189,122.65934,0,2,2
113189,198.68831,5,6,2
113189,134.73914,2,12,2
113189,237.94505,1,10,2
113189,181.91919,2,7,2
113189,194.17284,4,11,2
113189,236.76042,1,10,2
113189,255.91463,0,9,2
113189,167.24211,3,8,2
113189,182.21649,6,7,2
113189,260.69333,6,6,2
113189,249.77319,2,6,2
113189,194.45361,1,6,2
113189,181.21349,4,3,2
113189,114.21591,4,1,2
113189,177.90625,4,8,2
113189,214.06097,0,4,2
113189,192.54945,1,6,2
113189,219.51042,3,6,2
113189,223.58163,2,11,2
113189,188.93549,6,3,2
113189,190.94643,0,6,2
113189,229.51724,5,10,2
113189,139.04167,4,12,2
113189,177.8,1,7,2
113189,224.34694,6,4,2
113189,249.93878,4,12,2
113189,140.68687,2,3,2
113189,208.575,0,10,2
113189,222.54349,6,11,2
113189,161.53763,6,12,2
113189,168.67778,0,8,2
113189,226.625,6,12,2
113189,132.35355,2,2,2
113189,172.75789,4,8,2
113189,185.16162,2,8,2
113189,244.02197,4,10,2
113189,200.76389,0,6,2
113189,261.63095,6,11,2
113189,160.53488,0,3,2
113189,206.03297,2,4,2
113189,134.59795,5,2,2
113189,190.46939,3,7,2
113189,138.74226,3,2,2
113189,225.02174,3,4,2
113189,200.05746,5,11,2
1318511,444.46225,1,9,6
1318511,413.80328,1,5,6
1318511,370.7381,3,7,6
1318511,329.33334,0,6,6
1318511,308.13593,5,7,6
1318511,380.15384,0,9,6
1318511,422.10092,0,10,6
1318511,445.2056,1,10,6
1318511,328.55295,5,5,6
1318511,359.33334,1,7,6
1318511,288.82455,0,9,6
1318511,454.46033,4,9,6
1318511,270.28915,0,3,6
1318511,479.50793,4,10,6
1318511,269.46835,5,1,6
1318511,234.66292,6,1,6
1318511,349.27585,5,4,6
1318511,337.74783,1,3,6
1318511,433.71964,1,5,6
1318511,358.94916,4,9,6
1318511,315.17044,6,2,6
1318511,350.59433,3,9,6
1318511,278.61017,0,2,6
1318511,251.04443,0,1,6
1318511,336.71112,5,4,6
1318511,288.38889,5,3,6
1318511,310.61957,1,5,6
1318511,517.66144,3,9,6
1318511,376.44095,2,1,6
1318511,341.44736,4,3,6
1318511,464.2735,4,10,6
1318511,273.91919,0,3,6
1318511,426.89517,6,11,6
1318511,510.44263,1,9,6
1318511,443.85263,5,11,6
1318511,406.92941,4,11,6
1318511,451.36221,2,5,6
1318511,360.30612,0,5,6
1318511,358.0625,6,8,6
1318511,296.79999,1,7,6
1318511,428.79529,3,5,6
1318511,264.4353,4,7,6
1318511,410.44577,4,6,6
1318511,385.832,6,9,6
1318511,269.96939,6,1,6
1318511,260.17307,5,8,6
1318511,286.82144,5,3,6
1318511,363.83655,5,5,6
1318511,294.67072,2,7,6
1318511,441.14529,4,11,6
1318511,358.72501,2,3,6
1318511,283.81818,0,7,6
1318511,410.57813,2,8,6
1318511,451.9697,1,12,6
1318511,366.51962,4,6,6
1318511,372.34482,6,6,6
1318511,479.25,2,10,6
1318511,342.83673,6,11,6
1318511,333.30435,6,9,6
1318511,406.60376,1,4,6
1318511,479.69421,1,9,6
1318511,389.67969,6,5,6
1318511,494.44531,2,9,6
1318511,322.33734,0,11,6
1318511,361.58621,4,7,6
1318511,371.09616,1,4,6
1318511,335.86169,5,7,6
1318511,302.25217,6,7,6
1318511,401.91199,1,4,6
1318511,339.52524,4,3,6
1318511,350.55435,5,5,6
1318511,360.81149,1,3,6
1318511,308.73108,5,3,6
1318511,258.70731,5,1,6
1318511,407.16528,4,5,6
1318511,298.24323,5,8,6
1318511,573.72656,3,12,6
1318511,408.63266,1,4,6
1318511,372.5,0,9,6
1318511,331.40845,1,12,6
1318511,322.41464,3,2,6
1318511,310.90756,6,7,6
1318511,306.75677,0,6,6
1318511,496.09482,1,10,6
1318511,533.62994,2,12,6
1318511,350.33664,5,6,6
1318511,341.48819,2,2,6
1318511,396.15872,3,7,6
1318511,425.8718,6,10,6
1318511,322.74561,4,8,6
1318511,336.52252,6,4,6
1318511,316.61111,2,2,6
1318511,353.51819,4,7,6
1318511,317.32584,5,2,6
1318511,430.40497,1,6,6
1318511,303.94214,6,8,6
1318511,366.18896,3,3,6
1318511,315.46536,0,2,6
1318511,328.55264,3,7,6
1318511,369.60318,1,1,6
1318511,439.42975,6,10,6
1318511,290.7558,0,8,6
1318511,438.64151,1,6,6
1318511,386.36365,0,5,6
1318511,289.16364,1,2,6
1318511,528.59674,4,10,6
1318511,320.75702,5,6,6
1318511,325,2,7,6
1318511,352,6,6,6
1318511,319.95081,6,7,6
1318511,409.72501,4,4,6
1318511,366.29688,2,3,6
1318511,341.35135,3,8,6
1318511,293.61386,0,7,6
1318511,459.91666,3,6,6
1318511,453.86401,3,5,6
1318511,332.13492,6,4,6
1318511,349.7294,1,11,6
1318511,355.75214,6,9,6
1318511,443.0813,4,9,6
1318511,377.78571,2,4,6
1318511,348.01724,4,8,6
1318511,374.1842,1,2,6
1318511,363.70078,2,3,6
1318511,429.86566,0,12,6
1318511,383.1228,2,4,6
1318511,439.03305,1,6,6
1318511,563.44714,2,12,6
1318511,375.30469,3,7,6
1318511,450.88281,5,12,6
1318511,462.79999,0,12,6
1318511,335.10168,6,5,6
1318511,414.70001,4,5,6
1318511,279.73529,6,2,6
1318511,418.57779,0,10,6
1318511,371.01575,2,7,6
1318511,491.53601,3,9,6
1318511,476.08942,3,11,6
1318511,316.11667,3,1,6
1318511,407.36697,5,9,6
1318511,316.76563,5,3,6
1318511,402.776,1,12,6
1318511,384.19101,0,10,6
1318511,247.03333,5,2,6
1318511,515.77344,2,9,6
1318511,382.89764,2,7,6
1318511,418.7377,2,4,6
1318511,303.98019,0,3,6
1318511,381.44443,5,9,6
1318511,377.85715,3,8,6
1318511,447.9903,2,11,6
1318511,276.66278,0,1,6
1318511,339.71429,0,12,6
1318511,293.03809,0,8,6
1318511,317.901,5,3,6
1318511,322.34247,2,11,6
1318511,342.59036,3,12,6
1318511,317.79092,1,1,6
1318511,349.16833,0,4,6
1318511,503.47244,3,10,6
1318511,338.05264,5,4,6
1318511,520.55469,2,9,6
1318511,458.42148,4,10,6
1318511,349.82401,1,2,6
1318511,398.06668,2,12,6
1318511,329.11215,3,1,6
1318511,268.22784,0,1,6
1318511,384.03159,0,12,6
1318511,355.08511,6,6,6
1318511,393.94547,1,10,6
1318511,294.51947,4,1,6
1318511,357.90244,2,2,6
1318511,269.55295,0,6,6
1318511,301.12799,6,8,6
1318511,241.7037,5,1,6
1318511,416.14706,5,11,6
1318511,507.02399,6,12,6
1318511,408.13708,3,8,6
1318511,475.56348,3,10,6
1318511,436.28867,4,10,6
1318511,364,3,2,6
1318511,468.58823,4,11,6
1318511,577.14063,4,12,6
1318511,391.14755,1,6,6
1318511,358.05511,6,5,6
1318511,490.39285,1,12,6
1318511,338.26447,3,1,6
1318511,510.2562,3,11,6
1318511,244.07339,6,1,6
1318511,386.60318,1,8,6
1318511,492.92188,2,11,6
1318511,296.65433,0,8,6
1318511,375.41,4,5,6
1318511,492.71094,3,9,6
1318511,296.31,6,7,6
1318511,499,4,12,6
1318511,391.90656,5,5,6
1318511,291.31635,0,7,6
1318511,364.69092,2,5,6
1318511,466.41733,6,12,6
1318511,456.14063,2,6,6
1318511,438.01599,6,11,6
1318511,374.06741,3,12,6
1318511,309.59,0,4,6
1318511,373.14584,2,9,6
1318511,338.00827,6,3,6
1318511,393.92499,4,6,6
1318511,378.43298,2,8,6
1318511,348.14285,4,3,6
1318511,335.63159,6,6,6
1318511,290.7558,5,8,6
1318511,374.57425,4,5,6
1318511,355.0842,0,9,6
1318511,426.49207,2,6,6
1318511,338.7258,5,6,6
1318511,276.90527,5,7,6
1318511,453.08731,3,6,6
1318511,553.35486,6,12,6
1318511,360.77954,1,8,6
1318511,399.82727,5,9,6
1318511,303.95917,4,1,6
1318511,422.20001,0,11,6
1318511,373.37399,3,8,6
1318511,389.40216,4,4,6
1318511,476,2,10,6
1318511,484.91379,3,11,6
1318511,359.87903,2,2,6
1318511,328.35651,2,1,6
1318511,294.41177,2,1,6
1318511,344.42255,0,5,6
1318511,294.67258,5,8,6
1318511,264.50961,6,1,6
1318511,325.47058,0,8,6
1318511,329.87201,3,2,6
1318511,396.02344,3,4,6
1318511,515.85938,3,10,6
1318511,401.77173,0,11,6
1318511,458.03906,2,5,6
1318511,421.86606,5,10,6
1318511,314.69421,6,3,6
1318511,291.41592,4,1,6
1318511,428.82813,2,5,6
1318511,418.59323,4,9,6
1318511,313.37274,2,1,6
1318511,329.73972,5,6,6
1318511,326.89899,4,2,6
1318511,457.15625,2,6,6
1318511,430.20001,4,6,6
1318511,459.82031,3,5,6
1318511,351.01123,5,11,6
1318511,385.36264,5,11,6
1318511,447.3302,3,10,6
1318511,410.4375,3,6,6
1318511,300.26016,6,8,6
1318511,383.13394,0,9,6
1318511,278.25,0,2,6
1318511,433.08911,5,11,6
1318511,526.87402,1,9,6
1318511,356.0246,3,2,6
1318511,310.95868,3,1,6
1318511,493.81082,1,11,6
1318511,395.28235,5,10,6
1318511,350.51785,6,4,6
1318511,305.15872,6,2,6
1318511,414.2269,4,5,6
1318511,426.56799,3,6,6
1318511,411.68033,2,4,6
1318511,280.75,6,3,6
1318511,491.96875,3,10,6
1318511,496.94781,5,12,6
1318511,353.79529,2,8,6
1318511,553.73834,5,12,6
1318511,437.47916,0,10,6
1318511,575.72583,2,12,6
1318511,540.65875,3,12,6
1318511,340.48077,4,8,6
1318511,455.64645,1,11,6
1318511,317.39603,0,4,6
1318511,368.5625,4,7,6
1318511,355.94443,5,9,6
1318511,268.94504,0,2,6
1318511,403.77164,2,7,6
1318511,384.01785,4,4,6
1318511,328.92221,1,8,6
1318511,394.104,4,4,6
1318511,378.32031,4,3,6
1318511,324.51111,0,5,6
1318511,331.80908,6,12,6
1318511,358.72839,4,12,6
1318511,403.55447,5,10,6
1318511,477.81982,1,10,6
1318511,307,1,9,6
1318511,393.15854,6,11,6
1318511,296.28751,3,1,6
1318511,343.80173,1,1,6
1318511,411.44443,2,4,6
1318511,364.40985,1,7,6
1318511,326.48718,6,4,6
1318511,327.67368,0,3,6
1318511,346.04544,1,2,6
1318511,453.03125,3,5,6
1318511,432.8707,3,4,6
1318511,418.21249,1,11,6
1318511,350.89832,2,12,6
1318511,317.08411,0,6,6
1318511,312.60999,1,7,6
1318511,307.20001,4,2,6
1318511,298.71429,1,1,6
1318511,377.2381,6,11,6
1318511,394.18033,6,9,6
1318511,291.19717,3,7,6
1318511,373.59375,3,3,6
1318511,345.71429,5,4,6
1318511,262.55139,6,8,6
1318511,341.30768,5,5,6
1318511,336.61865,4,2,6
1318511,320.96262,0,4,6
1318511,345.60919,0,6,6
1318511,413.53391,1,4,6
1318511,349.41803,1,3,6
1318511,362.15652,2,8,6
1318511,526.68799,2,10,6
1318511,373.10977,4,8,6
1318511,332.39517,2,1,6
1318511,395.20203,3,11,6
1318511,339.22806,4,2,6
1318511,431.70969,6,10,6
1318511,417.78125,6,10,6
1318511,326.0336,5,8,6
1318511,352.98926,6,5,6
1318511,452.37375,4,11,6
1318511,352.79199,1,3,6
1318511,301.24731,0,7,6
1318511,345.49219,2,3,6
1318511,369.64221,4,12,6
1318511,460.11304,2,10,6
1318511,411.7623,3,5,6
1318511,369.51111,5,12,6
1318511,280.48352,4,1,6
1318511,278.14633,5,2,6
1318511,254.84,6,3,6
1318511,382.95776,0,11,6
1318511,399.35773,3,4,6
1318511,314.27026,6,3,6
1318511,497.25806,2,10,6
1318511,406.85184,0,12,6
1318511,271.23334,5,1,6
1318511,501.82928,1,5,6
1318511,348.9537,1,8,6
1318511,488,2,11,6
1318511,387.49207,3,3,6
1318511,432.64911,5,10,6
1318511,311.75531,5,7,6
1318511,565.15625,1,12,6
1318511,265.3735,0,1,6
1318511,417.64063,2,6,6
1318511,312.48276,0,3,6
1318511,396.84253,3,4,6
1318511,309.15216,4,1,6
1318511,316.10416,5,2,6
1318511,295.30109,6,2,6
1318511,340.43103,6,6,6
1318511,343.22522,1,7,6
1318511,350.39063,3,3,6
1318511,320.22882,4,8,6
102762,196.36781,4,6,2
102762,220.51064,6,9,2
102762,200.12903,3,8,2
102762,354.74469,3,9,2
102762,233.65761,4,5,2
102762,189.09589,6,7,2
102762,227.43851,2,10,2
102762,134.5294,6,1,2
102762,261.14893,4,12,2
102762,162.97762,3,7,2
102762,264.28723,3,10,2
102762,183.27808,2,3,2
102762,269.27808,3,12,2
102762,126.60588,2,1,2
102762,218.34946,3,5,2
102762,267.70746,2,9,2
102762,171.83516,0,3,2
102762,255.12708,6,9,2
102762,178.38547,1,3,2
102762,184.26347,4,7,2
102762,178.82941,5,9,2
102762,246.05914,2,5,2
102762,163.59375,2,3,2
102762,189.41667,5,6,2
102762,140.63277,4,1,2
102762,264.64706,4,9,2
102762,211.92935,3,4,2
102762,198.70969,2,8,2
102762,198.66667,1,11,2
102762,177.81818,6,7,2
102762,154.76418,2,11,2
102762,205.98343,6,6,2
102762,207.30481,6,6,2
102762,269.64893,4,12,2
102762,253.71506,5,9,2
102762,153.59782,4,7,2
102762,201.91791,2,4,2
102762,250.08333,1,9,2
102762,180.2766,3,7,2
102762,189.72108,1,7,2
102762,191.33543,2,7,2
102762,210.78075,2,7,2
102762,192.56683,4,12,2
102762,171.36736,5,7,2
102762,123.74691,1,2,2
102762,163.86957,0,3,2
102762,129.88667,6,2,2
102762,124.84564,5,2,2
102762,140.24074,0,3,2
102762,179.75401,3,3,2
102762,173.99324,2,7,2
102762,223.29681,5,11,2
102762,184.4641,0,9,2
102762,282.98935,6,12,2
102762,191.14674,4,8,2
102762,188.2619,5,6,2
102762,196.39999,0,6,2
102762,229.76086,3,6,2
102762,172.7616,0,5,2
102762,151.47778,0,7,2
102762,258.99442,2,10,2
102762,212.12637,4,11,2
102762,129.71098,3,1,2
102762,133.03297,5,1,2
102762,208.87709,4,6,2
102762,241.94972,1,12,2
102762,179.12708,3,9,2
102762,137.25325,3,2,2
102762,258.54788,4,10,2
102762,206.49451,4,6,2
102762,142.05646,0,7,2
102762,147.71512,0,2,2
102762,140.0489,5,2,2
102762,203.91161,6,11,2
102762,186.49359,4,8,2
102762,193.98766,6,8,2
102762,214.51872,1,10,2
102762,175.57143,1,9,2
102762,144.40828,3,3,2
102762,198.29282,5,5,2
102762,179.24065,2,3,2
102762,297.9202,6,12,2
102762,204.22093,3,10,2
102762,192.74101,1,11,2
102762,139.56799,0,1,2
102762,174.49573,0,4,2
102762,241.65958,6,10,2
102762,189.79121,5,5,2
102762,345.73935,2,9,2
102762,217.41936,2,8,2
102762,161.32076,0,6,2
102762,185.69519,4,3,2
102762,195.86188,6,9,2
102762,123.91367,0,2,2
102762,232.5294,3,5,2
102762,250.94479,1,9,2
102762,131.20805,4,1,2
102762,158.0107,6,3,2
102762,244.73262,3,6,2
102762,159.90581,1,3,2
102762,277.5798,3,12,2
102762,243.08556,5,11,2
102762,212.6875,1,11,2
102762,125.95302,0,2,2
102762,152.24599,1,1,2
102762,159.15675,3,12,2
102762,238.19786,2,11,2
102762,193.1044,0,6,2
102762,183.88554,5,11,2
102762,213.28342,6,6,2
102762,280.26065,6,9,2
102762,182.25768,5,7,2
102762,129.52718,0,1,2
102762,144.28799,0,3,2
102762,210.07487,2,7,2
102762,212.19148,3,11,2
102762,251.7766,3,9,2
102762,196.86061,5,4,2
102762,205.32433,0,12,2
102762,216.50539,4,4,2
102762,206.65771,5,5,2
102762,163.18248,0,7,2
102762,233.99458,3,11,2
102762,145.4706,2,1,2
102762,125.78409,2,12,2
102762,145.62296,6,1,2
102762,231.86021,5,5,2
102762,132.37988,3,2,2
102762,247.02792,5,10,2
102762,192.23463,5,3,2
102762,120.90972,2,1,2
102762,137.42223,0,3,2
102762,168.36871,0,4,2
102762,217.71674,6,11,2
102762,363.41623,1,12,2
102762,188.18562,0,5,2
102762,221.06122,2,11,2
102762,210.03297,3,4,2
102762,192.85793,2,3,2
102762,219.46153,1,4,2
102762,199.80646,3,8,2
102762,206.47273,0,9,2
102762,252.65958,5,12,2
102762,199.40152,0,4,2
102762,204.62778,4,9,2
102762,156.6524,6,2,2
102762,205.45856,2,4,2
102762,128.81767,5,1,2
102762,200.81622,3,7,2
102762,244.67567,5,10,2
102762,204.31183,1,8,2
102762,266.4202,5,12,2
102762,291.1915,6,12,2
102762,152.12425,1,11,2
102762,280.36169,2,12,2
102762,225.09782,3,5,2
102762,191.15556,3,3,2
102762,261.49457,3,5,2
102762,219.37158,6,5,2
102762,262.68085,4,10,2
102762,414.4415,2,12,2
102762,134.99429,0,12,2
102762,215.01111,1,5,2
102762,268.47873,2,12,2
102762,193.79558,5,8,2
102762,182.57317,6,4,2
102762,198.35757,1,4,2
102762,155.53847,0,11,2
102762,203.76471,3,4,2
102762,213.68817,2,4,2
102762,152.10365,1,3,2
102762,180.67021,4,11,2
102762,295.01086,4,9,2
102762,238.07602,2,6,2
102762,132.54375,2,2,2
102762,272.40643,6,5,2
102762,171.3315,5,8,2
102762,126.82609,5,1,2
102762,246.40588,1,10,2
102762,138.05659,5,2,2
102762,178.5896,4,3,2
102762,132.71976,2,2,2
102762,190.64088,2,7,2
102762,186.25555,5,8,2
102762,191.51111,4,4,2
102762,221.08022,1,6,2
102762,139.58241,3,1,2
102762,211.10056,1,5,2
102762,262.31149,5,9,2
102762,161.18994,0,12,2
102762,144.58333,5,3,2
102762,216.07777,1,6,2
102762,184.68571,6,6,2
102762,206.77779,6,4,2
102762,270.55136,2,10,2
102762,281.27527,4,10,2
102762,138.46024,6,1,2
102762,256.06384,4,10,2
102762,125.28859,0,1,2
102762,129.04054,1,1,2
102762,220.20322,2,6,2
102762,218.69022,1,6,2
102762,135.39182,4,3,2
102762,231.84473,1,10,2
102762,271.03192,5,10,2
102762,202.82065,6,4,2
102762,253.37234,6,11,2
102762,211.60417,6,6,2
102762,194.53804,3,8,2
102762,195.17778,6,8,2
102762,174.20468,0,8,2
102762,229.94086,3,6,2
102762,206.04218,2,11,2
102762,242.12366,5,10,2
102762,136.49306,2,2,2
102762,157.21713,1,3,2
102762,262.69766,2,10,2
102762,267.67935,1,12,2
102762,124.8,4,1,2
102762,192.16341,1,7,2
102762,117.76331,0,2,2
102762,229.71123,2,6,2
102762,155.22581,5,7,2
102762,208.50288,4,10,2
102762,187.85365,5,6,2
102762,244.55376,3,4,2
102762,211.45988,1,4,2
102762,156.27338,0,7,2
102762,196.13483,0,11,2
102762,198.18333,2,8,2
102762,155.51955,6,2,2
102762,272.00543,2,9,2
102762,218.34351,5,4,2
102762,185.29121,5,9,2
102762,185.52432,5,6,2
102762,208.03911,2,4,2
102762,269.80542,2,10,2
102762,201.0163,2,8,2
102762,215,3,6,2
102762,206.58064,5,4,2
102762,209.62903,4,5,2
102762,188.16667,4,7,2
102762,214.37634,6,4,2
102762,135.83221,3,1,2
102762,211.32259,2,5,2
102762,201.01613,1,8,2
102762,128.5657,1,12,2
102762,149.24837,3,2,2
102762,200.92554,0,9,2
102762,257.64706,0,9,2
102762,157.12883,0,8,2
102762,240.77419,1,5,2
102762,201.0135,4,11,2
102762,222.37778,4,6,2
102762,182.18919,6,7,2
102762,271.68616,3,10,2
102762,162.08333,1,2,2
102762,311.61169,6,10,2
102762,146.91489,5,12,2
102762,199.62903,6,5,2
102762,271.37222,0,12,2
102762,144.60226,6,3,2
102762,140.82143,4,2,2
102762,208.82123,0,5,2
102762,161.6978,4,12,2
102762,221.47871,5,11,2
102762,193.17647,6,3,2
102762,132.45395,1,2,2
102762,174.64848,5,7,2
102762,328.71808,1,9,2
102762,187.52353,5,8,2
102762,255.31667,1,9,2
102762,179.26923,0,6,2
102762,135.18716,3,1,2
102762,133.02013,1,2,2
102762,203.17105,1,4,2
102762,145.65427,2,1,2
102762,290.25,5,12,2
102762,140.18391,5,1,2
102762,147.11172,6,2,2
102762,191.2426,4,4,2
102762,195.53763,1,7,2
102762,173.93903,0,5,2
102762,196.38037,2,5,2
102762,181.54305,1,4,2
102762,158.93584,2,2,2
102762,172.44579,0,6,2
102762,170.00592,6,3,2
102762,176.55029,4,7,2
102762,120.24277,4,2,2
102762,190.33548,1,8,2
102762,212.59602,3,11,2
102762,135.91859,1,1,2
102762,124.57542,4,2,2
102762,241.80109,2,4,2
102762,189.64153,3,11,2
102762,214.24022,3,8,2
102762,183.8629,4,8,2
102762,146.1573,6,1,2
102762,204.28819,4,11,2
102762,182.12155,5,4,2
102762,246.95676,6,3,2
102762,209.71123,3,7,2
102762,222.1962,6,5,2
102762,206.29507,6,12,2
102762,226.9521,0,12,2
102762,157.702,1,5,2
102762,205.19786,6,8,2
102762,262.98395,6,10,2
102762,258.26202,6,11,2
102762,189.30968,0,9,2
102762,185.20119,0,4,2
102762,227.98396,2,6,2
102762,131.21211,3,2,2
102762,132.77269,0,11,2
102762,151.58888,6,7,2
102762,220.12354,4,5,2
102762,194.77095,0,11,2
102762,178.77576,1,7,2
102762,183.00603,5,5,2
102762,194.23756,4,8,2
102762,196.70053,6,8,2
102762,130.6387,4,1,2
102762,214.02689,3,5,2
102762,178.54546,4,9,2
102762,165.78918,6,11,2
102762,132.48256,3,1,2
102762,182.57669,0,10,2
102762,142.57219,5,3,2
102762,206.02139,3,7,2
102762,170.62573,0,8,2
102762,162.71739,2,12,2
102762,171.68182,2,9,2
102762,186.71591,1,7,2
102762,180.25842,5,11,2
102762,192.94768,6,8,2
102762,110.2349,1,1,2
102762,207.27957,4,5,2
102762,189.95557,4,8,2
102762,195.24194,1,8,2
102762,186.58064,4,3,2
102762,185.47337,4,4,2
102762,169.91112,1,12,2
102762,180.0584,5,8,2
102762,228.11702,0,10,2
102762,133.60001,4,2,2
102762,262.12234,3,9,2
102762,228.09494,1,6,2
102762,201.51337,3,3,2
102762,195.37869,0,10,2
102762,286.09836,3,10,2
102762,255.30481,6,10,2
102762,201.80232,1,10,2
102762,127.57923,5,2,2
102762,183.96791,5,3,2
102762,137.875,2,1,2
102762,213.17647,4,5,2
102762,240.52406,2,5,2
102762,191.56683,5,3,2
102762,129.10556,4,1,2
102762,177.08287,0,10,2
102762,267.75531,3,10,2
102762,173.54422,0,8,2
102762,142.27779,0,1,2
102762,128.35135,3,12,2
6236370,358.63785,0,6,6
6236370,282.38812,5,7,6
6236370,295.85892,4,2,6
6236370,366.65625,3,6,6
6236370,273.78372,6,4,6
6236370,265.48206,4,12,6
6236370,322.71021,0,4,6
6236370,229.98026,2,11,6
6236370,484.25671,1,9,6
6236370,296.95334,1,1,6
6236370,333.29929,1,3,6
6236370,352.90436,2,7,6
6236370,394.22305,0,10,6
6236370,336.96368,1,8,6
6236370,307.21951,3,1,6
6236370,328.61148,4,6,6
6236370,357.81924,5,10,6
6236370,310.44962,1,2,6
6236370,410.77124,2,4,6
6236370,403.33643,0,11,6
6236370,470.93127,2,10,6
6236370,330.7511,6,9,6
6236370,238.88116,6,12,6
6236370,461.02689,1,10,6
6236370,325.69711,0,12,6
6236370,303.47003,2,1,6
6236370,370.96732,3,7,6
6236370,349.07489,1,3,6
6236370,319.77777,0,7,6
6236370,473.22345,3,11,6
6236370,303.63077,6,7,6
6236370,278.11816,5,8,6
6236370,373.90384,0,5,6
6236370,302.31458,3,2,6
6236370,376.08115,4,6,6
6236370,350.51083,3,8,6
6236370,537.30664,3,10,6
6236370,327.40131,2,2,6
6236370,323.22369,3,2,6
6236370,316.9408,5,8,6
6236370,368.39749,0,12,6
6236370,502.20389,3,9,6
6236370,301.49548,5,5,6
6236370,281.63895,4,12,6
6236370,512.11505,2,12,6
6236370,305.31497,5,4,6
6236370,290.90976,5,4,6
6236370,393.4512,1,6,6
6236370,267.56168,6,4,6
6236370,263.60291,1,7,6
6236370,469.57751,3,11,6
6236370,366.19348,2,7,6
